chk_acct,duration,credit_his,purpose,amount,saving_acct,present_emp,installment_rate,sex,other_debtor,present_resid,property,age,other_install,housing,n_credits,job,n_people,telephone,foreign,response
2,0,0,0,0,1,0,4,0,0,4,0,2,0,0,3,0,1,1,0,1
2,0,3,3,0,4,1,4,0,0,1,2,3,1,2,1,0,1,1,1,1
3,2,1,2,2,1,1,2,0,0,2,0,3,0,0,1,0,1,1,0,1
2,3,1,0,0,1,3,3,1,2,4,0,1,0,2,1,0,1,1,0,2
0,0,0,3,0,3,2,3,1,0,4,0,3,0,0,2,1,1,0,0,1
3,0,1,2,2,1,1,1,1,0,2,3,2,0,0,1,1,1,1,0,1
1,1,1,3,2,1,1,4,1,1,2,2,1,1,0,1,0,1,1,0,2
2,2,2,2,1,4,1,2,0,0,3,1,3,0,0,2,0,1,1,0,1
1,0,1,2,2,0,2,2,0,0,1,3,1,0,0,1,0,1,0,0,1
1,1,2,0,1,0,1,1,0,0,1,0,3,0,0,1,1,1,1,0,1
2,2,0,0,3,1,1,4,0,0,2,0,3,0,0,2,1,1,1,0,1
0,0,4,0,2,1,1,4,2,0,1,2,3,0,1,1,0,1,1,0,2
2,3,1,4,3,4,4,1,1,0,4,3,1,0,0,1,0,1,0,0,1
2,0,0,0,0,4,3,4,1,0,4,0,2,0,0,3,1,1,1,0,1
0,0,1,2,2,1,1,2,0,0,2,0,3,0,0,1,0,1,1,0,1
0,2,1,0,2,1,0,4,1,0,4,3,2,0,0,1,0,1,1,0,1
0,3,0,3,1,1,0,2,0,0,4,2,3,0,1,3,2,1,0,0,1
2,0,0,1,3,1,0,2,1,0,4,2,2,1,1,3,1,1,1,0,1
2,0,0,3,0,1,0,3,0,0,4,0,3,0,0,2,1,2,1,1,1
1,3,1,0,0,1,0,4,0,0,3,3,3,0,0,1,0,2,1,0,2
2,1,0,5,1,0,0,4,0,0,4,0,3,0,0,2,0,1,1,0,1
2,2,1,0,2,1,4,4,1,0,3,3,3,2,0,1,0,1,0,0,1
0,3,1,3,1,1,0,1,2,0,4,1,2,0,0,1,2,1,0,1,2
2,2,1,0,0,0,0,4,0,0,2,3,1,0,0,2,0,1,1,0,1
2,3,1,3,3,0,2,4,0,0,3,1,3,0,0,1,0,1,1,1,1
2,0,0,2,2,2,2,3,1,0,4,3,3,0,2,1,0,1,0,0,1
1,1,4,3,1,0,3,4,0,2,4,2,3,0,1,1,2,1,0,0,1
1,1,1,0,3,1,2,4,0,0,4,0,3,0,0,2,0,1,1,0,2
0,1,1,7,1,1,4,1,2,0,1,2,3,0,0,1,1,1,0,0,2
2,0,1,0,3,1,1,1,0,0,2,0,3,0,0,1,0,2,1,0,1
2,3,0,0,3,1,1,2,1,0,2,3,3,0,0,2,0,1,1,0,1
0,0,1,2,0,0,0,2,2,0,4,1,2,0,0,1,1,1,0,0,1
2,0,1,2,1,1,4,1,1,0,4,1,3,0,0,1,0,1,1,0,2
2,2,1,0,2,4,1,4,0,0,4,3,3,0,2,1,2,1,0,0,1
2,3,0,4,3,3,0,3,0,0,4,2,1,0,2,2,0,1,0,0,1
2,0,1,2,2,1,1,4,0,0,2,0,2,0,0,1,0,1,1,0,1
3,3,4,0,2,0,2,4,0,0,4,3,2,1,0,1,1,1,1,0,1
2,3,0,2,2,0,0,4,0,0,4,1,0,0,0,1,0,1,1,0,1
1,2,0,3,3,4,4,4,2,0,2,3,3,0,0,1,0,1,0,0,1
0,1,1,3,1,1,4,1,1,0,1,0,3,0,0,1,1,1,0,0,1
0,1,1,4,1,1,2,4,0,0,3,1,3,0,0,1,0,2,1,0,1
1,1,2,40,1,4,3,2,0,0,4,2,3,0,1,1,2,1,0,0,1
1,0,1,0,0,1,1,4,1,1,4,0,2,0,0,2,0,1,0,0,1
0,2,2,0,0,1,4,4,3,0,4,0,2,2,0,1,0,1,1,0,2
2,0,1,5,0,1,1,2,3,0,2,0,3,0,0,1,0,1,0,1,1
1,1,1,4,1,1,4,1,3,0,4,3,3,0,2,1,2,1,0,0,2
0,2,0,4,1,1,0,2,1,0,4,2,2,0,1,2,2,2,0,0,1
3,1,0,4,1,1,0,4,0,0,4,2,2,0,1,1,0,1,1,0,1
2,1,0,5,1,0,0,4,2,0,2,3,2,1,0,2,2,2,1,0,1
1,1,1,2,1,1,4,1,1,0,2,3,3,0,0,1,0,1,0,0,2
2,0,1,4,1,0,4,1,1,0,4,3,1,0,2,1,0,1,1,0,1
2,0,1,3,0,0,0,4,0,2,2,1,2,0,0,1,1,1,1,1,1
2,3,1,2,3,1,1,3,0,0,4,0,2,0,0,1,0,1,0,0,1
1,2,0,2,3,3,2,3,0,0,2,3,3,0,0,2,0,1,0,0,1
2,0,1,3,0,1,3,1,1,0,4,0,2,0,0,1,3,1,0,0,1
1,1,3,0,3,1,1,4,1,0,1,3,2,0,0,1,0,1,0,0,2
3,2,0,3,0,0,2,4,0,0,2,0,3,1,0,2,1,2,1,0,2
0,0,0,3,0,1,2,4,0,2,3,1,2,0,0,2,0,1,0,0,1
2,1,0,3,1,2,1,2,0,0,2,2,2,1,1,1,0,1,1,0,2
2,0,1,2,2,3,1,4,2,0,2,0,3,0,0,1,0,1,1,0,1
2,1,1,4,1,0,2,2,1,0,4,1,1,2,2,1,1,1,1,0,1
0,0,1,0,0,4,4,4,3,0,3,2,3,0,0,1,1,1,0,0,2
1,0,1,2,0,1,1,3,1,0,4,0,1,0,0,1,0,1,1,0,2
1,0,1,3,0,1,1,4,3,0,4,0,1,0,2,1,1,1,1,0,1
1,1,1,40,1,0,3,3,0,0,4,2,3,1,1,1,3,1,0,0,1
2,2,1,2,1,4,1,4,0,0,1,3,1,2,0,1,0,1,1,0,1
3,2,1,2,3,1,4,2,1,0,4,3,3,0,0,1,0,1,1,0,1
1,0,1,3,0,1,2,2,3,0,3,3,1,1,0,1,1,1,1,0,2
3,4,1,3,2,0,4,1,0,0,2,0,3,0,0,1,1,2,1,1,1
0,1,4,2,3,1,0,4,0,0,4,3,3,1,0,1,0,1,1,0,2
0,0,1,2,0,1,1,2,0,1,3,1,3,0,0,1,1,2,1,0,1
1,2,1,2,1,0,1,1,1,0,4,1,2,0,0,1,1,1,0,0,1
2,0,0,1,0,1,1,4,0,0,2,3,3,0,0,2,0,1,1,0,1
0,3,2,2,3,1,0,1,1,0,4,1,3,0,0,2,1,1,1,0,1
1,1,0,3,1,1,3,4,3,0,2,3,3,0,0,2,2,1,1,0,2
0,2,1,0,2,1,4,4,2,0,3,1,3,0,0,1,0,1,1,0,2
0,2,1,4,3,1,2,2,0,0,1,2,3,0,1,1,2,1,0,0,1
0,3,1,2,3,3,1,4,0,0,2,3,3,0,0,1,0,1,1,0,1
2,3,0,3,0,1,1,4,1,0,3,0,3,0,0,2,0,1,1,0,1
0,0,0,3,3,1,2,1,0,0,4,0,3,0,0,2,1,1,1,1,1
2,0,0,2,1,0,0,2,0,0,4,1,2,0,2,1,0,1,0,0,1
2,2,1,3,2,3,2,4,1,0,3,3,3,0,0,1,0,2,0,0,1
3,1,1,0,1,1,0,4,0,0,2,3,3,0,0,1,0,1,1,0,1
1,0,1,0,0,1,0,4,0,0,4,3,3,0,0,1,0,2,1,0,1
0,2,0,4,1,1,3,2,0,0,4,2,0,0,1,2,2,1,0,0,1
2,3,0,1,2,4,1,4,1,0,2,0,3,0,0,2,0,1,1,0,2
1,1,1,3,1,4,4,4,1,0,2,1,1,0,0,1,2,1,1,0,2
2,1,0,4,1,4,1,2,1,0,4,3,1,1,2,2,1,1,1,0,2
0,2,3,2,1,1,0,3,0,0,4,2,1,1,2,2,0,2,1,0,2
0,0,0,2,3,1,1,1,2,0,4,0,2,0,2,1,2,1,0,0,2
1,3,1,0,2,1,4,2,1,1,4,1,1,0,0,1,1,1,1,0,1
0,3,1,6,0,0,1,4,1,0,2,3,1,0,2,1,0,1,1,0,2
0,2,1,2,1,1,1,4,0,0,4,1,3,0,0,1,0,1,1,0,1
1,0,1,2,2,1,1,4,2,0,2,3,3,0,0,1,1,1,1,0,1
1,2,0,1,1,1,4,2,1,0,4,2,1,0,1,2,0,1,0,0,1
0,2,1,2,3,1,2,1,1,0,4,3,3,0,2,1,1,1,1,0,1
1,3,1,0,3,2,4,1,3,0,3,0,1,0,2,1,0,1,1,0,1
1,3,1,5,1,1,0,1,0,2,1,0,3,1,0,1,2,1,0,0,1
3,0,1,3,3,1,4,1,0,1,1,1,3,0,0,1,1,2,1,0,1
2,3,0,0,2,1,1,4,1,0,2,3,2,0,0,1,1,1,1,0,1
1,3,0,0,0,1,4,4,0,1,4,0,1,0,0,2,0,1,1,0,1
1,2,1,0,3,2,3,1,1,0,4,2,1,0,2,1,3,1,1,0,1
2,0,2,5,2,4,1,1,0,0,2,0,3,0,0,2,1,1,1,0,1
1,0,0,1,0,3,0,4,0,0,3,2,3,0,1,2,0,2,1,0,2
2,0,1,6,0,1,4,1,1,0,4,0,1,0,2,1,0,1,0,0,1
1,0,1,2,0,1,1,1,1,0,2,3,3,0,0,1,0,1,1,1,2
2,3,0,4,3,0,3,2,0,0,4,2,3,0,0,1,2,1,0,0,1
0,0,3,0,1,1,1,4,0,0,2,1,3,0,2,2,0,1,0,0,2
2,0,1,1,0,2,0,4,0,0,4,2,2,0,1,1,0,1,0,0,1
1,2,1,3,0,1,4,4,0,0,2,0,1,2,0,1,1,1,1,0,2
2,0,0,0,3,0,0,1,0,2,4,0,2,0,0,1,0,1,0,0,1
2,1,2,0,1,1,1,4,0,0,2,3,3,0,0,2,2,1,0,0,2
2,0,1,0,0,1,1,4,3,0,2,0,3,0,0,1,0,1,1,0,1
0,1,1,2,3,1,2,4,1,0,4,0,1,0,2,1,0,1,1,0,2
1,3,1,1,0,0,1,4,0,0,4,2,0,0,1,1,0,1,1,0,1
3,0,1,0,3,0,0,2,0,0,3,3,3,0,0,1,2,1,1,0,1
3,0,2,3,2,1,1,2,1,0,2,3,3,2,0,2,0,1,0,0,1
2,0,1,2,2,1,1,1,3,0,2,1,1,0,2,1,0,1,1,0,1
0,3,1,2,3,1,3,4,0,0,1,3,1,0,0,1,3,1,1,0,2
2,0,1,5,2,1,2,2,0,0,4,3,3,0,0,1,0,1,0,0,1
2,3,0,4,3,1,2,3,0,0,1,3,3,0,0,2,0,1,1,0,1
0,3,1,2,3,1,4,1,1,0,4,3,1,0,2,1,0,1,1,0,1
0,1,1,2,3,1,0,4,0,0,2,3,2,0,0,1,0,2,1,0,2
1,3,1,2,3,1,2,2,1,0,4,0,3,0,2,1,0,1,1,0,1
2,1,1,3,3,0,1,4,0,0,4,0,3,0,0,1,0,1,1,0,1
2,3,0,0,1,1,0,3,0,0,4,3,3,0,0,2,0,1,0,0,1
2,0,0,2,2,1,4,1,1,0,3,0,1,0,2,2,0,1,1,0,1
2,1,0,3,1,0,0,2,0,0,4,2,0,1,1,1,2,1,0,0,1
1,1,4,40,1,4,0,3,1,0,4,2,2,1,1,2,2,1,0,0,2
0,1,4,5,1,1,2,2,1,1,4,3,3,0,2,1,0,1,1,0,2
2,3,2,0,3,1,3,2,3,0,3,0,3,0,0,2,0,1,1,0,1
2,0,2,0,0,0,0,3,0,0,4,2,3,0,1,1,0,1,1,0,1
1,1,1,3,1,1,0,4,0,0,2,2,2,0,1,1,2,1,0,0,2
2,0,0,3,0,4,1,4,1,0,4,3,2,0,0,2,1,1,1,0,1
0,2,1,2,2,0,2,4,0,0,4,3,3,0,0,1,0,1,0,0,1
1,3,1,4,1,1,3,3,1,0,4,2,3,0,1,1,2,1,0,0,2
2,2,1,3,0,0,2,4,1,0,4,1,1,0,2,1,0,1,1,0,1
3,0,1,3,0,1,4,4,0,0,1,0,3,0,0,1,0,1,1,0,1
2,1,2,5,1,4,1,2,0,0,2,1,3,0,0,2,1,1,1,0,1
2,3,0,0,2,1,1,2,1,0,1,3,1,0,0,2,0,1,1,0,1
2,3,1,0,0,0,4,4,1,0,2,0,1,0,2,1,0,1,0,0,1
1,3,0,2,1,1,3,4,0,0,4,1,3,2,0,2,2,1,0,0,1
1,3,0,5,3,2,1,2,0,0,4,3,3,1,0,1,0,1,1,0,1
2,0,1,5,2,1,2,3,1,0,2,3,3,0,0,2,0,1,1,0,1
2,3,1,3,2,1,1,2,3,0,2,1,3,0,0,1,2,1,0,0,1
1,0,1,2,0,3,4,1,1,0,4,0,1,0,2,1,1,1,1,0,1
0,1,1,3,3,1,2,2,0,0,4,2,3,1,1,1,2,2,0,0,1
0,0,0,0,2,1,2,1,1,0,4,3,3,0,0,1,0,1,1,0,1
2,0,0,2,3,1,3,2,0,0,3,3,3,0,0,1,2,1,1,0,1
1,1,2,1,1,4,2,2,0,0,3,2,3,0,2,1,0,1,0,0,1
0,0,1,2,3,1,3,3,1,0,4,2,2,0,1,1,2,1,1,0,1
0,1,0,2,3,1,1,3,3,0,2,1,2,0,0,2,0,1,0,0,1
1,0,1,3,0,1,0,1,2,0,1,0,2,0,2,2,0,1,1,0,2
2,2,0,0,2,3,1,4,1,0,1,0,2,0,0,2,1,1,1,0,1
2,3,1,0,2,1,4,3,3,0,4,0,3,0,0,1,0,1,0,0,1
1,3,0,5,2,0,1,4,3,0,4,0,3,1,0,2,0,1,1,0,1
2,2,2,5,1,1,4,2,0,0,2,3,3,1,0,2,0,1,0,0,2
2,3,2,3,0,1,1,4,0,0,2,3,3,0,0,2,1,1,1,0,1
1,3,2,3,3,0,0,4,0,0,4,3,2,0,0,1,0,2,1,0,1
1,2,1,0,2,1,4,1,3,0,1,1,1,0,0,1,0,1,0,0,2
2,2,0,4,2,0,2,4,0,0,4,3,2,0,0,2,0,2,0,0,1
0,3,1,0,0,1,4,4,3,0,2,0,3,0,0,1,0,1,1,1,1
2,2,1,0,3,2,0,3,2,0,2,3,3,0,0,1,2,1,0,0,1
3,0,0,3,0,2,2,4,3,0,2,0,3,0,0,3,0,1,0,0,2
1,2,1,0,2,1,0,4,1,0,4,3,1,0,0,1,0,1,0,0,1
2,1,0,4,1,1,2,3,0,0,2,3,3,0,0,2,2,1,0,0,1
2,0,0,5,2,1,3,4,0,0,2,3,2,2,0,2,2,1,0,0,2
2,0,1,3,2,2,1,3,0,0,2,2,3,0,2,1,1,2,1,1,1
0,2,1,3,2,0,1,4,1,0,2,1,3,0,0,1,0,1,1,0,2
2,1,0,4,1,1,0,2,0,0,2,1,3,0,0,2,0,2,0,0,1
0,0,1,3,3,1,4,4,0,0,1,0,3,0,0,1,1,2,1,0,2
0,3,2,1,1,0,1,1,1,0,2,3,1,0,2,2,0,1,0,0,1
2,2,1,3,3,2,2,1,1,0,2,3,3,1,0,1,2,1,1,0,1
1,3,1,3,0,0,1,4,1,0,2,1,3,0,0,1,0,1,1,0,2
2,3,1,3,3,3,2,2,1,0,3,3,1,0,2,1,0,1,1,0,1
1,0,1,4,2,0,1,4,0,0,2,3,3,0,0,1,0,1,1,0,1
1,0,0,3,0,1,2,2,0,0,3,0,2,0,0,2,1,2,1,0,1
2,2,2,2,2,4,2,4,0,0,3,0,3,0,0,2,2,1,1,0,1
1,0,1,2,3,0,0,1,1,0,2,1,1,1,0,1,0,1,0,0,2
1,3,1,4,3,1,1,1,3,0,3,3,1,0,2,1,0,1,0,0,1
2,1,0,0,3,1,0,4,0,0,2,3,3,0,0,2,0,1,1,0,1
2,3,0,0,0,3,1,4,0,0,3,0,2,0,0,2,0,1,1,0,1
2,0,1,2,0,1,0,1,0,0,4,3,1,0,0,1,0,1,1,0,1
0,3,0,7,0,1,3,2,1,0,4,2,2,0,1,3,3,2,1,0,2
2,0,1,5,3,1,2,1,0,0,4,0,0,0,0,1,1,1,1,0,1
1,2,1,40,1,1,1,2,0,2,3,3,3,1,0,2,2,1,0,0,2
0,0,0,2,2,1,3,4,0,0,4,2,3,0,1,3,2,1,0,0,1
2,2,0,7,2,1,1,4,2,0,2,0,3,0,0,2,0,1,0,0,1
0,0,1,2,2,1,1,3,0,0,2,0,1,0,0,1,0,1,1,0,1
1,0,1,0,2,0,1,2,3,0,1,0,1,0,0,1,0,1,0,0,2
2,0,1,7,0,2,2,2,3,0,4,0,1,0,2,1,1,1,1,0,1
2,2,0,3,0,3,0,4,1,0,4,0,3,0,0,2,0,1,0,0,1
0,1,0,7,3,1,3,4,0,2,4,3,0,0,0,2,3,1,1,0,1
3,0,4,5,0,1,4,4,1,0,1,0,3,0,0,1,3,1,1,0,2
2,0,1,3,2,1,0,4,0,0,4,3,3,0,0,1,2,1,0,0,1
0,0,1,2,2,1,1,2,1,2,3,1,3,0,0,1,0,1,1,0,1
1,2,2,40,3,1,1,2,0,0,3,3,3,1,0,2,0,1,0,0,1
2,0,1,1,0,1,0,4,0,0,4,3,2,1,0,1,1,2,1,0,2
1,1,0,2,1,1,1,2,1,0,3,3,3,0,0,1,2,1,0,0,2
2,0,0,1,0,0,0,4,1,0,4,1,2,0,2,2,1,1,1,0,1
0,1,1,3,2,1,4,4,1,0,4,3,3,0,0,1,0,1,0,0,2
1,0,1,0,3,1,1,2,0,1,2,0,3,0,0,1,0,1,1,0,1
3,0,1,2,2,0,0,3,1,0,4,0,2,0,0,1,2,1,0,0,1
1,3,2,7,2,3,1,3,3,0,3,1,0,2,0,2,0,1,1,0,2
2,1,0,4,1,0,1,4,0,0,2,3,3,0,0,1,2,1,0,0,1
2,0,1,0,0,1,1,3,1,0,1,0,3,0,0,1,0,1,1,0,1
2,0,3,2,3,1,0,2,0,0,4,1,3,0,0,2,0,1,1,0,1
2,2,1,4,3,1,0,4,0,0,4,3,3,0,0,1,2,1,0,0,1
0,2,1,3,1,1,2,2,0,2,3,1,3,0,0,1,0,1,0,0,2
2,2,1,4,3,1,4,4,1,0,1,2,3,0,0,1,2,1,0,0,1
0,0,0,3,3,1,1,2,0,0,2,0,3,0,2,2,0,2,1,0,1
0,0,1,4,3,1,0,3,0,0,4,2,3,0,1,1,0,1,0,0,2
0,0,1,6,0,1,4,4,1,0,1,0,3,0,0,1,0,1,1,0,1
2,3,1,0,1,1,4,3,0,0,2,3,3,0,0,1,0,1,0,0,1
0,1,1,2,3,1,1,1,0,1,2,1,3,0,0,1,0,2,1,0,1
0,3,1,3,2,1,4,2,0,0,3,0,3,0,0,1,0,1,1,0,1
1,0,1,2,3,1,4,3,1,0,1,0,3,0,2,1,2,1,1,0,1
1,0,1,9,0,0,0,4,0,0,4,1,3,0,0,2,0,1,1,0,1
2,3,1,5,2,1,2,4,0,0,1,3,3,2,0,2,0,1,0,0,1
0,2,1,4,3,1,1,3,0,1,4,2,0,1,0,1,0,2,0,0,1
0,2,2,0,2,1,4,4,1,0,2,3,3,0,2,1,1,1,0,0,2
2,1,2,0,1,0,0,3,0,0,3,3,3,1,0,2,0,2,1,0,1
2,1,2,5,3,1,1,2,1,0,2,3,3,0,0,2,0,1,0,0,1
2,2,2,4,1,1,2,3,0,0,3,3,3,0,0,2,1,1,0,0,1
1,2,1,0,3,4,4,3,3,0,2,3,1,0,2,1,0,1,0,0,2
0,0,1,1,0,1,4,4,1,0,4,1,1,0,0,1,0,1,1,0,2
0,0,1,3,0,1,1,4,0,0,3,3,3,0,0,1,1,1,1,0,2
2,0,1,9,0,0,3,4,0,0,4,1,3,0,0,1,2,2,0,0,1
1,3,0,0,0,1,1,4,3,0,2,3,3,0,0,1,0,1,1,0,2
0,3,3,2,3,1,4,1,1,0,4,1,3,0,2,1,0,1,1,0,2
2,1,1,4,3,2,1,4,0,0,4,3,1,0,0,1,0,1,1,0,1
3,2,1,0,1,1,2,4,0,0,2,3,1,1,0,1,0,1,1,0,1
1,0,1,5,0,4,2,3,0,0,4,0,3,0,0,1,1,1,1,0,1
0,3,0,2,2,1,0,4,0,0,4,3,2,0,0,2,0,2,0,0,1
1,0,0,0,3,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1
1,2,1,3,0,1,4,4,0,0,1,1,3,0,0,1,0,1,1,0,1
0,1,1,2,3,3,0,4,1,0,4,1,2,0,2,2,0,1,0,0,1
2,3,2,2,0,3,2,3,1,0,2,1,3,0,0,2,0,1,1,0,1
2,0,0,3,0,2,1,4,0,0,4,0,2,0,0,1,0,1,0,0,1
1,0,2,3,0,1,3,4,0,0,4,1,2,0,0,1,2,1,0,0,2
2,0,1,0,3,1,1,2,0,0,4,3,2,0,0,1,0,1,0,0,1
2,2,1,3,3,1,0,4,1,2,4,2,0,0,1,1,0,1,0,0,1
2,0,1,3,2,4,1,3,0,0,2,0,3,0,2,1,1,1,1,1,1
2,0,1,3,3,1,1,2,0,1,3,1,3,0,2,1,0,1,1,0,1
2,0,0,0,2,1,0,2,0,0,2,2,3,0,0,2,0,1,1,0,1
1,1,3,5,1,1,0,2,1,0,4,2,2,0,1,2,2,1,0,0,2
2,0,0,0,0,4,1,1,1,0,1,1,3,0,0,2,0,1,1,0,1
1,0,1,0,0,0,0,4,0,0,4,1,3,0,0,1,0,1,1,0,1
0,0,0,3,2,1,1,3,0,0,2,0,3,0,2,2,1,2,1,1,1
0,2,1,2,3,0,1,2,3,0,4,3,1,0,0,1,0,1,1,0,2
1,1,1,2,1,4,4,4,0,2,1,2,3,0,2,1,2,1,0,0,2
